mqc_id	SNPClass	Sample	TgtRegionSize	TN	FN	TP	FP	Fscore	Sensitivity-Recall	Specificity	FDR	PPV	Precision	AltId	CmpFootprint	AllVarMeanDP	CovBin	Aligner	SNVCaller
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_gt50	Indel_gt50	Ods10xUds10x_HG006_sup-PAY77227_0	2799325643.0	2799324949.0	31.0	663.0	478.0	0.7226158038147139	0.9553314121037464	0.9999998292445761	0.4189307624890447	0.5810692375109553	0.5810692375109553	HG006	ultima	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-All	All	Ods10xUds10x_HG006_sup-PAY77227_0	2799325643.0	2795731169.0	91968.0	3502506.0	277436.0	0.9499073553756664	0.974414058913766	0.9999007742681822	0.0733968933914859	0.9266031066085141	0.9266031066085141	HG006	ultima	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-SNPts	SNPts	Ods10xUds10x_HG006_sup-PAY77227_0	3088286401.0	3086002022.0	41938.0	2242441.0	412439.0	0.9080070512601183	0.9816414001354417	0.9998663695348724	0.15535127764720064	0.8446487223527994	0.8446487223527994	HG006	hg38	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-SNPtv	SNPtv	Ods10xUds10x_HG006_sup-PAY77227_0	3088286401.0	3087203180.0	26877.0	1056344.0	366977.0	0.8428695788859712	0.9751878887133835	0.999881143753392	0.25783150814187383	0.7421684918581262	0.7421684918581262	HG006	hg38	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_50	INS_50	Ods10xUds10x_HG006_sup-PAY77227_0	3088286401.0	3088064268.0	56776.0	165357.0	87014.0	0.6969677810935209	0.744405378759572	0.9999718232715776	0.3447860491102385	0.6552139508897614	0.6552139508897615	HG006	hg38	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods10xUds10x_HG006_sup-PAY77227_0	3088286401.0	3088286358.0	25.0	18.0	2153.0	0.016260162601626018	0.4186046511627907	0.9999993028501086	0.9917088899124827	0.008291110087517262	0.008291110087517274	HG006	hg38	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_50	DEL_50	Ods10xUds10x_HG006_sup-PAY77227_0	3088286401.0	3088063618.0	62468.0	160315.0	90330.0	0.6772518735689483	0.719601585399245	0.9999707495152376	0.3603901933012827	0.6396098066987173	0.6396098066987174	HG006	hg38	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_gt50	DEL_gt50	Ods10xUds10x_HG006_sup-PAY77227_0	3088286401.0	3088286362.0	32.0	7.0	2747.0	0.005012531328320802	0.1794871794871795	0.9999991105107381	0.9974582425562818	0.0025417574437182067	0.002541757443718228	HG006	hg38	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods10xUds10x_HG006_sup-PAY77227_0	3088286401.0	3088261907.0	7790.0	16704.0	12673.0	0.6201481316478252	0.6819629296970686	0.999995896414107	0.43139190523198423	0.5686080947680158	0.5686080947680158	HG006	hg38	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_gt50	Indel_gt50	Ods10xUds10x_HG006_sup-PAY77227_0	3088286401.0	3088285369.0	229.0	803.0	1229.0	0.5241514360313316	0.7781007751937985	0.9999996020447064	0.6048228346456693	0.3951771653543307	0.39517716535433073	HG006	hg38	-1	-2	ont	sentdhuo
